Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,
ORIGINS CANNABIS                             ,421432,6035624390010003,RETAIL TITLE CERTIFICATE      ,                         ,MONROE                  ,WA,SNOHOMISH,982721938,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180618,2535072167,
ORIGINS CANNABIS                             ,423402,6035624390010004,4800 40TH AVE SW STE B        ,STE B                    ,SEATTLE                 ,WA,KING,981164506,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180126,2535072167,
OSJ INCORPORATED                             ,422768,6035698700010002,5705 OLYMPIC HWY              ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985208864,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2532269284,
OZ.                                          ,415348,6033565520010003,3831 STONE WAY N              ,                         ,SEATTLE                 ,WA,KING,981038005,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,2062510630,
"PABLO & CO., LLC                             ",422138,6035699590010004,5602 STATE ROUTE 270 STE B    ,                         ,PULLMAN                 ,WA,WHITMAN,991638708,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171214,4257896996,
PACIFIC CANNABIS COMPANY                     ,414656,6033573300010001,625 N CALLOW AVE              ,                         ,BREMERTON               ,WA,KITSAP,983123903,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171212,3606162014,
PAPER AND LEAF                               ,414812,6033507940010002,8040 NE DAY RD W BLDG 3 STE 1 ,                         ,BAINBRIDGE ISLAND       ,WA,KITSAP,981100000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171106,2067807814,
PEND OREILLE CANNABIS CO                     ,076189,6035590780010001,124 RIVERSIDE AVE             ,                         ,IONE                    ,WA,PEND OREILLE,991390000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171102,5094423420,
PHAT SACKS CORP                              ,414473,6033603630010001,21236 84TH AVE S              ,                         ,KENT                    ,WA,KING,980301967,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160805,7206063746,
PHAT SACKS CORP                              ,423536,6033603630010004,22624 MERIDIAN AVE S          ,STE B                    ,BOTHELL                 ,WA,SNOHOMISH,980218358,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171103,2062618206,
PLAUSIBLE PRODUCTS                           ,421577,6035650700010001,8296 AVONDALE WAY NE STE B    ,                         ,REDMOND                 ,WA,KING,980523302,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180628,2066508928,
PMR INDUSTRIES                               ,425851,6035507850010003,RETAIL TITLE CERTIFICATE      ,                         ,LAKEWOOD                ,WA,PIERCE,984993514,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180726,2536786934,
PMR INDUSTRIES LLC                           ,422290,6035507850010002,10901 BRIDGEPORT WAY SW STE B ,                         ,LAKEWOOD                ,WA,PIERCE,984990000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171121,2536786934,
PONDER                                       ,413809,6033536020010003,2413 E UNION ST               ,                         ,SEATTLE                 ,WA,KING,981223045,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171011,2064202180,
POT SHOP                                     ,079013,6033255610010003,1628 DEXTER AVE N             ,STE A                    ,SEATTLE                 ,WA,KING,981093019,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180327,6145615684,
POT SHOP                                     ,414980,6033255610010001,1058 N 39TH ST                ,                         ,SEATTLE                 ,WA,KING,981037921,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160428,2064026012,
POT STOP                                     ,420819,6033575420010003,4465 FREMONT AVE N            ,                         ,SEATTLE                 ,WA,KING,981037225,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171128,2064469291,
POT ZONE                                     ,415228,6033538680010002,13724 CANYON RD E             ,                         ,PUYALLUP                ,WA,PIERCE,983730000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171011,2533127280,
POT ZONE                                     ,415229,6033538680010003,1703 SE SEDGWICK RD           ,STE 113                  ,PORT ORCHARD            ,WA,KITSAP,983669599,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171114,2533127280,
POT ZONE                                     ,425686,6033538680010005,816 72ND ST E                 ,                         ,TACOMA                  ,WA,PIERCE,983660926,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171114,2533127286,
POULSBO HAZE                                 ,413255,6033502110010001,26011 OHIO AVE NE             ,                         ,KINGSTON                ,WA,KITSAP,983460000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131120,3605983672,
PRC                                          ,414574,6033210770010002,18729 FIR ISLAND RD STE C     ,                         ,MOUNT VERNON            ,WA,SKAGIT,982738159,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170616,3604456221,
PRC                                          ,421084,6033210770010003,5200 172ND ST NE F-101        ,                         ,ARLINGTON               ,WA,SNOHOMISH,982234703,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171228,4253432272,
PRIMO CANNABIS                               ,423885,6040458870010001,21630 E GILBERT RD            ,                         ,OTIS ORCHARDS           ,WA,SPOKANE,992079241,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180116,2535765796,
PUFF N CHILL LLC                             ,415238,6040021480010001,15919 HWY 99                  ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871427,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180510,4252437082,
PUGET SOUND CANNABIS COMPANY                 ,422526,6035859930010002,"18601 HIGHWAY 99, SUITE 200   ",                         ,LYNNWOOD                ,WA,SNOHOMISH,980374576,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180201,2066607221,
PUGET SOUND GROUP                            ,413998,6031041270010003,9451 35TH AVE SW STE 1 & 4    ,                         ,SEATTLE                 ,WA,KING,981263871,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20150902,2065882841,
PUGET SOUND MARIJUANA                        ,422109,6035559160010002,14608 HWY 99 SUITE #304       ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980875500,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180122,2067553751,
PURPLE HAZE                                  ,414680,6034004860010002,4218 RUCKER AVE               ,                         ,EVERETT                 ,WA,SNOHOMISH,982032214,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180413,4252583054,
QUEEN ANNE CANNABIS CO                       ,413479,6033364470010001,312 W REPUBLICAN ST           ,                         ,SEATTLE                 ,WA,KING,981194009,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180130,2064201042,
RAINIER CANNABIS                             ,415554,6033580640010002,1234 HWY 506                  ,STE A                    ,VADER                   ,WA,LEWIS,985930000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160520,4253742227,
RAINIER CANNABIS                             ,423224,6033580640010004,22002 64TH AVE W STE 2A       ,SUITE 2A                 ,MOUNTLAKE TERRACE       ,WA,SNOHOMISH,980432547,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171117,4252100546,
RAINIER ON PINE                              ,414723,6033582890010001,3111 S PINE ST                ,                         ,TACOMA                  ,WA,PIERCE,984094711,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180424,2066508908,
REEFER DEN                                   ,404933,6033581980010002,2123 W SIMS WAY APT 1         ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983680000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180123,3603020393,
RENGAR LLC                                   ,422811,6036041010010001,10900 MUKILTEO SPEEDWAY       ,                         ,MUKILTEO                ,WA,SNOHOMISH,982750000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180509,2083403970,
RIU420                                       ,415045,6033578790010001,1905 JOHNSON RD               ,STE A                    ,CENTRALIA               ,WA,LEWIS,985311926,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,3602813921,
ROSLYN HERBS                                 ,414460,6033548730010002,600 S FIRST STREET            ,                         ,ROSLYN                  ,WA,KITTITAS,989410000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171227,4256478338,
ROYAL'S CANNABIS                             ,415132,6034165070010001,7115 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992086507,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180625,5099954896,
RUCKUS                                       ,413692,6034174700010001,1465 E REPUBLICAN ST          ,                         ,SEATTLE                 ,WA,KING,981124512,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180126,2063630930,
S&K GREEN GOODS                              ,414526,6033606370010001,10901 BRIDGEPORT WAY SW STE A ,                         ,LAKEWOOD                ,WA,PIERCE,984993511,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160627,2535765196,
S&K GREEN GOODS                              ,423355,6033606370010004,24921 E TRENT AVE             ,                         ,NEWMAN LAKE             ,WA,SPOKANE,990250000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161010,2535765196,
SAGE SHOP                                    ,414740,6033581250010001,903 ENGH RD  STE C            ,                         ,OMAK                    ,WA,OKANOGAN,988419627,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180626,5093228090,
SAGE SHOP                                    ,426888,6033581250010003,309 N MAIN ST                 ,                         ,OMAK                    ,WA,OKANOGAN,988419745,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180604,5093225286,
SATIVA SISTERS                               ,413739,6033538100010002,10525 E TRENT AVE STE 1       ,                         ,SPOKANE                 ,WA,SPOKANE,992064516,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180618,2086603909,
SATORI                                       ,414664,6033486380010001,9301 N DIVISION ST STE B-C    ,                         ,SPOKANE                 ,WA,SPOKANE,992181254,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171102,5099947051,
SATORI                                       ,417114,6034054510010001,1330 SE BISHOP BLVD           ,                         ,PULLMAN                 ,WA,WHITMAN,991630000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180323,5099947051,
SATORI                                       ,421616,6033562950010004,100 E MAPLE ST STE A          ,                         ,BELLINGHAM              ,WA,WHATCOM,982255006,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171116,2064191102,
SATORI                                       ,421848,6035649550010001,330114 HIGHWAY 2 STE A        ,                         ,NEWPORT                 ,WA,PEND OREILLE,991569302,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180621,5099990148,
SATORI                                       ,422525,6035649550010002,2840 E HWY 101                ,                         ,PORT ANGELES            ,WA,CLALLAM,983629080,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180622,5099990148,
SATORI                                       ,422659,6035649550010003,1011 QUEENSGATE DR            ,                         ,RICHLAND                ,WA,BENTON,993520000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180103,5099990148,
SATORI                                       ,422703,6036022830010001,5623 W CLEARWATER AVE STE B   ,                         ,KENNEWICK               ,WA,BENTON,993361966,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180521,5202508988,
SATORI FREMONT                               ,421708,6035512750010004,316 N 36TH ST STE B           ,                         ,SEATTLE                 ,WA,KING,981038953,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180430,5099947051,
SATORIMJ                                     ,422764,6035891840010001,712 5TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032632,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180421,2062350635,
SAVAGE THC                                   ,412066,6035850260010001,4428 WILLIAMS VALLEY RD STE A ,                         ,CLAYTON                 ,WA,STEVENS,991109745,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180329,5099992989,
SCOTT ALAN RASCHE                            ,415305,6018154340010007,210 S CONKLIN RD              ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,990378971,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,5098694375,
SEA CHANGE CANNABIS                          ,353260,6033529590010001,282332 HIGHWAY 101 STE 2      ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983688700,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171024,2064228328,
